Make,Model,Year,Price (PKR),Mileage (KM),Fuel Type,Transmission,City,Condition
Suzuki,Cultus,2023,1002190,66277,Petrol,Manual,Rawalpindi,Used
Hyundai,Elantra,2000,1112009,109842,Petrol,Manual,Karachi,Used
Honda,Fit,2022,2828000,146132,Petrol,Manual,Karachi,Used
Honda,N WGN,2019,1549298,131734,Petrol,Automatic,Peshawar,Used
Honda,Civic,2013,1454064,59052,Petrol,Manual,Rawalpindi,Used
Audi,Q5,2000,5028981,177192,Petrol,Manual,Karachi,Used
Kia,Picanto,2009,1584285,75876,Petrol,Automatic,Karachi,Used
Toyota,Yaris,2005,2161164,85882,Hybrid,Automatic,Sialkot,Used
Suzuki,Wagon R,2009,400000,75975,Petrol,Automatic,Islamabad,Used
Kia,Picanto,2024,2790379,112833,Petrol,Automatic,Lahore,Used
Kia,Sorento,2021,2687023,35,Petrol,Manual,Lahore,New
Toyota,Aqua,2006,958223,127541,Petrol,Manual,Islamabad,Used
Toyota,Aqua,2002,400000,51945,Petrol,Automatic,Lahore,Used
Suzuki,Cultus,2010,676198,52510,Diesel,Automatic,Karachi,Used
Honda,City,2007,1796241,157852,Petrol,Manual,Islamabad,Used
Hyundai,Sonata,2007,2561627,154076,Petrol,Automatic,Sialkot,Used
Hyundai,Elantra,2019,2166527,38244,Petrol,Automatic,Faisalabad,Used
Suzuki,Swift,2021,830714,112508,Petrol,Manual,Sialkot,Used
Honda,City,2007,2315889,31876,Hybrid,Manual,Multan,Used
Nissan,Clipper,2023,3255642,36,Petrol,Automatic,Sialkot,New
Suzuki,Mehran,2004,705632,122903,Petrol,Manual,Karachi,Used
Honda,BR-V,2005,2163869,167912,Hybrid,Manual,Quetta,Used
Daihatsu,Mira,2007,2298353,90657,Petrol,Automatic,Quetta,Used
Toyota,Corolla,2008,2387671,57798,Petrol,Manual,Faisalabad,Used
Suzuki,Mehran,2014,514828,165044,Petrol,Manual,Sialkot,Used
Changan,Karvaan,2014,3391700,124795,Petrol,Automatic,Quetta,Used
Kia,Sportage,2013,1260429,167850,Petrol,Automatic,Lahore,Used
Suzuki,Cultus,2016,1002186,93269,Petrol,Manual,Multan,Used
Toyota,Aqua,2000,400000,137430,Petrol,Automatic,Lahore,Used
Toyota,Aqua,2008,1509247,79471,Petrol,Manual,Multan,Used
Honda,BR-V,2000,1167162,9361,Petrol,Manual,Multan,Used
Daihatsu,Cuore,2007,2362362,40576,Diesel,Manual,Islamabad,Used
Hyundai,Santro,2002,1617556,48992,Diesel,Manual,Lahore,Used
Toyota,Corolla,2004,696922,89862,Diesel,Manual,Multan,Used
Kia,Sorento,2009,690651,70370,Petrol,Manual,Rawalpindi,Used
Hyundai,Santro,2017,2796623,89692,Petrol,Automatic,Karachi,Used
Kia,Sportage,2000,400000,148988,Petrol,Manual,Lahore,Used
Changan,Oshan X7,2020,2388810,101697,Petrol,Manual,Quetta,Used
Toyota,Vitz,2024,2406954,90864,Petrol,Automatic,Rawalpindi,Used
Hyundai,Elantra,2008,1916597,169853,Petrol,Manual,Sialkot,Used
Hyundai,Santro,2023,2475457,32512,Petrol,Automatic,Rawalpindi,Used
Suzuki,Swift,2021,1221136,122569,Diesel,Automatic,Quetta,Used
Toyota,Aqua,2014,2868364,113390,Diesel,Manual,Rawalpindi,Used
BMW,X5,2017,9624951,163716,Petrol,Manual,Faisalabad,Used
Hyundai,Sonata,2019,2446244,79779,Diesel,Manual,Islamabad,Used
Honda,City,2014,2328264,67921,Petrol,Manual,Multan,Used
Honda,BR-V,2000,1579546,130833,Petrol,Manual,Lahore,Used
Toyota,Vitz,2011,1480673,88123,Diesel,Automatic,Rawalpindi,Used
Suzuki,Mehran,2001,874393,154677,Diesel,Automatic,Multan,Used
Toyota,Aqua,2023,2457649,74046,Petrol,Manual,Multan,Used
Toyota,Aqua,2005,640751,117679,Hybrid,Automatic,Karachi,Used
Suzuki,Alto,2018,706416,69360,Diesel,Manual,Multan,Used
Suzuki,Mehran,2022,1137424,160076,Diesel,Manual,Lahore,Used
Suzuki,Alto,2021,1182231,122393,Diesel,Manual,Multan,Used
Toyota,Aqua,2023,3306176,29381,Petrol,Manual,Sialkot,Used
Honda,Civic,2008,2764387,109830,Petrol,Manual,Sialkot,Used
Nissan,Juke,2019,2876634,47,Petrol,Manual,Karachi,New
Honda,N WGN,2002,1077252,65701,Petrol,Automatic,Islamabad,Used
Honda,BR-V,2000,2277049,168352,Petrol,Automatic,Islamabad,Used
Suzuki,Alto,2011,400000,49,Petrol,Manual,Quetta,New
Toyota,Yaris,2006,921026,123956,Diesel,Manual,Islamabad,Used
Suzuki,Wagon R,2009,400000,90803,Petrol,Manual,Lahore,Used
Suzuki,Cultus,2023,1246031,174119,Petrol,Manual,Lahore,Used
Honda,Fit,2013,2673440,84284,Petrol,Automatic,Rawalpindi,Used
Nissan,Dayz,2016,1228117,98150,Petrol,Automatic,Faisalabad,Used
Nissan,Clipper,2024,1829398,60060,Hybrid,Manual,Islamabad,Used
Kia,Sorento,2017,2748587,156345,Petrol,Automatic,Islamabad,Used
Changan,Oshan X7,2012,3262175,103773,Petrol,Automatic,Rawalpindi,Used
Honda,Civic,2018,3163649,29038,Petrol,Automatic,Karachi,Used
Changan,Oshan X7,2002,2130355,72925,Petrol,Automatic,Faisalabad,Used
Nissan,Dayz,2022,2861259,126454,Diesel,Automatic,Karachi,Used
Daihatsu,Cuore,2003,2374742,45563,Petrol,Automatic,Faisalabad,Used
Suzuki,Alto,2009,400000,70394,Petrol,Manual,Peshawar,Used
Suzuki,Alto,2002,400000,20436,Diesel,Manual,Karachi,Used
Toyota,Hilux,2002,1341808,166648,Electric,Manual,Peshawar,Used
Honda,BR-V,2021,2601651,111634,Diesel,Manual,Rawalpindi,Used
Hyundai,Sonata,2010,2273685,151371,Diesel,Automatic,Lahore,Used
Suzuki,Mehran,2019,824028,114307,Petrol,Automatic,Lahore,Used
Suzuki,Alto,2022,1332085,166443,Petrol,Automatic,Sialkot,Used
Honda,City,2021,1798933,145390,Petrol,Automatic,Islamabad,Used
Kia,Sorento,2011,2636054,175494,Diesel,Manual,Islamabad,Used
Suzuki,Cultus,2020,1275494,6017,Petrol,Automatic,Islamabad,Used
Kia,Stonic,2015,1226160,169442,Petrol,Automatic,Islamabad,Used
Suzuki,Alto,2020,707317,94024,Petrol,Automatic,Faisalabad,Used
Hyundai,Santro,2003,2303287,82395,Petrol,Automatic,Peshawar,Used
Kia,Sportage,2022,3519588,9177,Diesel,Automatic,Faisalabad,Used
Honda,City,2005,1982278,83757,Diesel,Manual,Quetta,Used
BMW,X5,2022,6157523,11106,Petrol,Automatic,Sialkot,Used
Changan,Oshan X7,2016,2712573,58539,Petrol,Manual,Peshawar,Used
Honda,BR-V,2013,1462827,151502,Petrol,Manual,Multan,Used
Toyota,Hilux,2019,1575662,107066,Petrol,Automatic,Multan,Used
Honda,City,2018,1673047,93,Diesel,Manual,Karachi,New
Audi,Q5,2018,6093983,166323,Petrol,Automatic,Rawalpindi,Used
Toyota,Aqua,2016,2435469,151831,Petrol,Manual,Faisalabad,Used
Suzuki,Alto,2008,970531,99814,Petrol,Manual,Islamabad,Used
Honda,N WGN,2011,2146742,61374,Petrol,Manual,Rawalpindi,Used
Suzuki,Swift,2015,901824,65,Diesel,Manual,Sialkot,New
Hyundai,Santro,2010,757848,48725,Petrol,Automatic,Islamabad,Used
Honda,City,2022,1437714,143134,Petrol,Automatic,Peshawar,Used
Suzuki,Swift,2016,526672,83125,Petrol,Manual,Quetta,Used
Nissan,Juke,2015,2665884,89920,Diesel,Automatic,Quetta,Used
Changan,Oshan X7,2008,2595043,92745,Petrol,Automatic,Peshawar,Used
Honda,Civic,2015,2376422,162207,Petrol,Manual,Faisalabad,Used
Honda,Fit,2008,839443,67,Petrol,Automatic,Multan,New
Toyota,Corolla,2023,3492247,72416,Petrol,Manual,Multan,Used
Toyota,Aqua,2002,1992142,34253,Petrol,Manual,Sialkot,Used
Honda,City,2023,1614811,26,Petrol,Automatic,Karachi,New
Daihatsu,Move,2006,727983,155891,Petrol,Automatic,Islamabad,Used
Audi,A4,2004,6602929,178753,Petrol,Manual,Multan,Used
Toyota,Corolla,2018,2102722,176679,Petrol,Automatic,Sialkot,Used
Changan,Karvaan,2000,900575,150109,Petrol,Manual,Rawalpindi,Used
Toyota,Yaris,2011,2770234,109921,Hybrid,Manual,Lahore,Used
Audi,Q2,2008,8060603,158556,Petrol,Manual,Karachi,Used
Honda,Fit,2015,2847356,134963,Petrol,Manual,Rawalpindi,Used
Toyota,Aqua,2019,1456394,45149,Diesel,Manual,Multan,Used
Toyota,Yaris,2016,1339567,27411,Diesel,Manual,Peshawar,Used
Kia,Picanto,2017,986138,124010,Petrol,Manual,Sialkot,Used
Suzuki,Cultus,2012,490286,164210,Petrol,Manual,Sialkot,Used
Toyota,Vitz,2000,400000,95018,Petrol,Automatic,Sialkot,Used
Suzuki,Swift,2011,400000,77702,Petrol,Manual,Islamabad,Used
Toyota,Corolla,2013,3294795,141318,Diesel,Automatic,Sialkot,Used
Hyundai,Sonata,2021,2408321,121638,Petrol,Manual,Peshawar,Used
Honda,Civic,2015,2330528,92,Petrol,Automatic,Faisalabad,New
Suzuki,Swift,2017,1083116,93155,Diesel,Automatic,Islamabad,Used
Kia,Stonic,2024,1725520,111146,Hybrid,Automatic,Faisalabad,Used
Daihatsu,Move,2006,1984492,37765,Electric,Automatic,Lahore,Used
Suzuki,Wagon R,2020,1077037,80428,Petrol,Manual,Rawalpindi,Used
Kia,Stonic,2022,1974569,97378,Hybrid,Manual,Sialkot,Used
Toyota,Aqua,2003,871330,86007,Petrol,Manual,Peshawar,Used
Toyota,Hilux,2021,2380508,145615,Petrol,Manual,Peshawar,Used
Honda,N WGN,2011,1673045,99928,Hybrid,Automatic,Multan,Used
Toyota,Yaris,2016,2317704,55703,Petrol,Automatic,Rawalpindi,Used
Kia,Stonic,2014,767016,13,Petrol,Manual,Lahore,New
Suzuki,Swift,2021,883122,37633,Petrol,Manual,Peshawar,Used
Changan,Oshan X7,2022,2550928,110492,Petrol,Manual,Karachi,Used
Suzuki,Swift,2003,400000,78,Petrol,Automatic,Lahore,New
Toyota,Corolla,2012,1487443,13767,Petrol,Manual,Islamabad,Used
BMW,X5,2010,11336097,33794,Diesel,Manual,Rawalpindi,Used
Kia,Sorento,2014,1885920,56889,Diesel,Manual,Rawalpindi,Used
Toyota,Aqua,2022,3157339,133201,Petrol,Automatic,Islamabad,Used
Honda,City,2008,1592690,95546,Diesel,Automatic,Karachi,Used
Suzuki,Cultus,2001,400000,134105,Petrol,Automatic,Multan,Used
Toyota,Yaris,2010,2841660,120770,Diesel,Automatic,Faisalabad,Used
Honda,Civic,2006,1064545,124610,Petrol,Automatic,Peshawar,Used
Hyundai,Santro,2011,1219022,11603,Petrol,Manual,Islamabad,Used
BMW,3 Series,2013,10358935,22906,Petrol,Manual,Multan,Used
BMW,X1,2002,6725827,24807,Petrol,Automatic,Peshawar,Used
Daihatsu,Move,2002,2105376,173273,Petrol,Automatic,Peshawar,Used
Hyundai,Sonata,2012,1885625,74233,Petrol,Manual,Multan,Used
Nissan,Juke,2006,1808723,80080,Hybrid,Automatic,Sialkot,Used
Suzuki,Mehran,2021,1065699,61054,Petrol,Manual,Rawalpindi,Used
Honda,Civic,2021,1601982,149865,Diesel,Automatic,Rawalpindi,Used
Toyota,Vitz,2016,1195099,78258,Diesel,Automatic,Faisalabad,Used
Toyota,Yaris,2005,782413,84,Petrol,Automatic,Rawalpindi,New
Toyota,Corolla,2003,2472594,147004,Petrol,Manual,Karachi,Used
Suzuki,Mehran,2015,690706,127870,Hybrid,Automatic,Karachi,Used
Changan,Oshan X7,2021,1680997,67190,Diesel,Manual,Islamabad,Used
Kia,Stonic,2000,2838335,171856,Petrol,Automatic,Quetta,Used
Suzuki,Wagon R,2017,839037,152040,Petrol,Manual,Lahore,Used
Honda,N WGN,2007,976206,38,Petrol,Manual,Faisalabad,New
Honda,Fit,2009,760506,14700,Petrol,Automatic,Karachi,Used
Toyota,Aqua,2018,3365303,82,Petrol,Manual,Islamabad,New
Toyota,Corolla,2022,3336159,37344,Petrol,Manual,Sialkot,Used
Honda,City,2012,944844,107566,Petrol,Automatic,Quetta,Used
Toyota,Corolla,2010,402962,70265,Petrol,Manual,Islamabad,Used
Hyundai,Sonata,2005,784326,50673,Petrol,Automatic,Sialkot,Used
Kia,Sorento,2011,3379723,42110,Diesel,Automatic,Rawalpindi,Used
Hyundai,Sonata,2017,3198316,55364,Petrol,Automatic,Karachi,Used
Toyota,Vitz,2007,2340291,130833,Petrol,Manual,Multan,Used
Honda,BR-V,2003,1539074,38,Petrol,Automatic,Islamabad,New
Nissan,Dayz,2006,1658511,65,Hybrid,Manual,Karachi,New
Audi,Q2,2024,6838577,134222,Petrol,Manual,Karachi,Used
Suzuki,Wagon R,2013,400000,84551,Petrol,Manual,Multan,Used
Suzuki,Alto,2012,400000,159821,Petrol,Automatic,Quetta,Used
Toyota,Aqua,2003,1871092,124932,Petrol,Manual,Karachi,Used
Suzuki,Wagon R,2007,400000,124287,Petrol,Automatic,Lahore,Used
Honda,Fit,2024,2454819,51411,Petrol,Manual,Quetta,Used
Toyota,Vitz,2008,2363342,5084,Petrol,Manual,Sialkot,Used
Daihatsu,Cuore,2009,2613349,35688,Petrol,Manual,Multan,Used
Suzuki,Wagon R,2009,400000,160805,Diesel,Manual,Faisalabad,Used
Hyundai,Santro,2003,400000,156029,Petrol,Manual,Quetta,Used
Toyota,Aqua,2013,1170736,153183,Diesel,Automatic,Islamabad,Used
Toyota,Hilux,2006,1923927,11482,Diesel,Automatic,Sialkot,Used
Suzuki,Swift,2016,1065151,118737,Petrol,Automatic,Multan,Used
Suzuki,Mehran,2004,400000,13852,Petrol,Manual,Quetta,Used
Nissan,Clipper,2019,1437039,154291,Petrol,Manual,Islamabad,Used
Toyota,Vitz,2014,3071005,27386,Petrol,Manual,Rawalpindi,Used
Changan,Alsvin,2004,2407371,54134,Petrol,Automatic,Multan,Used
Honda,City,2009,1793713,68401,Petrol,Automatic,Rawalpindi,Used
Honda,City,2008,433381,12216,Diesel,Manual,Faisalabad,Used
Kia,Sportage,2012,1507430,94397,Petrol,Manual,Peshawar,Used
Hyundai,Sonata,2002,1802213,131456,Diesel,Automatic,Karachi,Used
Hyundai,Sonata,2008,2805390,80305,Petrol,Manual,Rawalpindi,Used
Suzuki,Mehran,2020,1260415,72089,Petrol,Manual,Faisalabad,Used
Nissan,Juke,2000,1592189,84346,Hybrid,Manual,Peshawar,Used
Hyundai,Santro,2017,2634327,143945,Petrol,Manual,Sialkot,Used
Toyota,Yaris,2001,3122943,49245,Petrol,Automatic,Quetta,Used
Suzuki,Alto,2019,674745,110194,Hybrid,Automatic,Islamabad,Used
Honda,Fit,2018,3284776,141156,Petrol,Automatic,Faisalabad,Used
Hyundai,Sonata,2018,2957593,156067,Diesel,Manual,Multan,Used
Toyota,Corolla,2013,1833140,69,Petrol,Automatic,Quetta,New
Suzuki,Wagon R,2002,400000,132839,Petrol,Automatic,Islamabad,Used
BMW,X1,2021,6437801,99595,Petrol,Manual,Lahore,Used
Toyota,Hilux,2015,1540316,75532,Petrol,Automatic,Quetta,Used
Toyota,Corolla,2024,2217717,87,Petrol,Manual,Faisalabad,New
Toyota,Corolla,2007,2706915,131165,Petrol,Manual,Faisalabad,Used
Kia,Picanto,2006,1504449,63,Petrol,Automatic,Sialkot,New
Suzuki,Mehran,2022,1194111,28048,Diesel,Manual,Quetta,Used
Changan,Alsvin,2007,3027862,75226,Diesel,Manual,Sialkot,Used
Kia,Sorento,2000,869599,72,Petrol,Manual,Islamabad,New
Suzuki,Cultus,2011,598290,15,Diesel,Automatic,Sialkot,New
Kia,Stonic,2004,400000,122955,Diesel,Manual,Rawalpindi,Used
Hyundai,Sonata,2016,1412243,145384,Hybrid,Manual,Peshawar,Used
Hyundai,Tucson,2013,3020661,79035,Petrol,Automatic,Quetta,Used
Toyota,Vitz,2009,1055276,53108,Petrol,Manual,Rawalpindi,Used
Honda,City,2012,781033,147976,Petrol,Automatic,Islamabad,Used
Toyota,Hilux,2015,1796069,125871,Petrol,Manual,Faisalabad,Used
Suzuki,Wagon R,2006,400000,168220,Diesel,Manual,Islamabad,Used
Honda,Fit,2011,1963858,85579,Petrol,Automatic,Islamabad,Used
Honda,N WGN,2001,1174976,144969,Petrol,Manual,Islamabad,Used
Toyota,Hilux,2013,1336372,153799,Petrol,Automatic,Multan,Used
Kia,Sorento,2007,1052860,48985,Petrol,Automatic,Islamabad,Used
Toyota,Hilux,2004,944622,162180,Petrol,Automatic,Faisalabad,Used
Audi,A3,2003,8830131,33503,Hybrid,Automatic,Quetta,Used
Suzuki,Cultus,2012,400000,133802,Hybrid,Manual,Multan,Used
Honda,Civic,2000,2371758,37997,Hybrid,Automatic,Rawalpindi,Used
Changan,Oshan X7,2016,2014462,85261,Petrol,Automatic,Peshawar,Used
Honda,Fit,2022,3437679,97513,Petrol,Automatic,Islamabad,Used
Suzuki,Cultus,2023,974975,90051,Petrol,Automatic,Islamabad,Used
Honda,Civic,2018,1273222,38,Diesel,Manual,Lahore,New
Daihatsu,Cuore,2009,2104790,133159,Petrol,Manual,Peshawar,Used
Suzuki,Alto,2022,879423,37752,Petrol,Manual,Islamabad,Used
Kia,Sportage,2023,2970324,154659,Petrol,Automatic,Faisalabad,Used
BMW,3 Series,2018,7953893,60577,Diesel,Automatic,Peshawar,Used
Suzuki,Swift,2017,591617,56938,Petrol,Automatic,Rawalpindi,Used
Suzuki,Swift,2007,400000,18231,Petrol,Automatic,Multan,Used
Toyota,Yaris,2004,2430513,10672,Petrol,Manual,Rawalpindi,Used
Kia,Sorento,2005,1221566,5,Petrol,Automatic,Multan,New
Suzuki,Cultus,2004,400000,28533,Petrol,Manual,Peshawar,Used
Honda,Fit,2001,2001193,76665,Petrol,Manual,Peshawar,Used
Toyota,Corolla,2002,644679,102586,Diesel,Automatic,Peshawar,Used
Suzuki,Alto,2015,400000,28889,Diesel,Manual,Karachi,Used
Toyota,Yaris,2023,2536090,166604,Diesel,Manual,Lahore,Used
Toyota,Vitz,2024,3581119,107847,Petrol,Automatic,Islamabad,Used
Changan,Oshan X7,2020,2369884,69495,Petrol,Manual,Lahore,Used
Kia,Picanto,2002,2258442,118397,Petrol,Automatic,Karachi,Used
Daihatsu,Mira,2014,1197035,15888,Petrol,Automatic,Peshawar,Used
Honda,Fit,2016,2477144,121756,Petrol,Automatic,Faisalabad,Used
Suzuki,Cultus,2022,652713,16018,Diesel,Automatic,Lahore,Used
Suzuki,Wagon R,2024,900712,61767,Petrol,Manual,Sialkot,Used
Honda,N WGN,2003,1843426,78674,Diesel,Manual,Lahore,Used
Toyota,Yaris,2017,2603405,129028,Diesel,Manual,Lahore,Used
Honda,BR-V,2013,966499,169550,Petrol,Manual,Peshawar,Used
Changan,Oshan X7,2017,2515502,51162,Petrol,Automatic,Quetta,Used
BMW,3 Series,2015,10521113,34428,Petrol,Manual,Quetta,Used
Suzuki,Cultus,2014,669815,9651,Petrol,Automatic,Karachi,Used
Changan,Alsvin,2001,1331042,161870,Petrol,Manual,Lahore,Used
Honda,BR-V,2009,1248057,125966,Diesel,Manual,Multan,Used
Toyota,Hilux,2001,1041032,140030,Diesel,Manual,Peshawar,Used
Suzuki,Mehran,2010,471741,116407,Petrol,Manual,Karachi,Used
Toyota,Hilux,2011,1591752,70259,Hybrid,Automatic,Sialkot,Used
Suzuki,Swift,2006,555328,13486,Petrol,Manual,Multan,Used
Toyota,Yaris,2007,2085671,68426,Petrol,Automatic,Lahore,Used
Toyota,Hilux,2015,1504458,33241,Petrol,Manual,Islamabad,Used
Suzuki,Alto,2004,400000,103290,Hybrid,Manual,Peshawar,Used
Toyota,Corolla,2010,420634,14562,Petrol,Automatic,Quetta,Used
Toyota,Vitz,2007,2865143,86226,Petrol,Manual,Rawalpindi,Used
Suzuki,Wagon R,2007,461058,12840,Petrol,Manual,Rawalpindi,Used
Toyota,Hilux,2009,2113114,133901,Petrol,Manual,Lahore,Used
Toyota,Hilux,2018,2864302,76164,Petrol,Manual,Islamabad,Used
Honda,Fit,2022,1741687,163763,Diesel,Automatic,Islamabad,Used
Toyota,Vitz,2024,3195423,6095,Petrol,Automatic,Karachi,Used
Suzuki,Wagon R,2001,400000,31760,Petrol,Automatic,Peshawar,Used
Honda,Civic,2008,2998577,137865,Diesel,Automatic,Peshawar,Used
Suzuki,Swift,2013,983155,23,Petrol,Automatic,Quetta,New
Honda,BR-V,2024,1641119,150981,Petrol,Automatic,Multan,Used
Suzuki,Cultus,2015,400000,78884,Petrol,Automatic,Karachi,Used
Suzuki,Wagon R,2022,882567,147663,Diesel,Automatic,Lahore,Used
Suzuki,Swift,2007,400000,15892,Petrol,Automatic,Lahore,Used
Nissan,Dayz,2022,2902635,36924,Hybrid,Automatic,Rawalpindi,Used
Kia,Sorento,2000,400000,124065,Hybrid,Automatic,Sialkot,Used
Honda,Civic,2003,737174,104186,Hybrid,Automatic,Faisalabad,Used
Kia,Sorento,2017,1981172,21617,Hybrid,Automatic,Faisalabad,Used
Suzuki,Alto,2006,736205,34062,Hybrid,Automatic,Faisalabad,Used
Suzuki,Wagon R,2002,400000,87539,Petrol,Manual,Karachi,Used
Toyota,Vitz,2001,2772643,155083,Diesel,Automatic,Multan,Used
Toyota,Aqua,2021,3157172,60752,Petrol,Automatic,Lahore,Used
Suzuki,Wagon R,2024,1084967,129204,Petrol,Automatic,Quetta,Used
Toyota,Vitz,2019,1331049,75183,Petrol,Automatic,Quetta,Used
Toyota,Hilux,2020,3387299,5972,Petrol,Automatic,Rawalpindi,Used
Honda,City,2012,2331942,53712,Diesel,Manual,Faisalabad,Used
Suzuki,Swift,2000,400000,96905,Petrol,Automatic,Sialkot,Used
Suzuki,Swift,2012,470236,12015,Electric,Manual,Peshawar,Used
Toyota,Corolla,2005,2688383,106842,Hybrid,Automatic,Karachi,Used
Toyota,Aqua,2016,2010910,104240,Diesel,Manual,Sialkot,Used
Suzuki,Alto,2014,958157,51,Diesel,Automatic,Karachi,New
Audi,Q5,2014,8891488,97,Diesel,Manual,Peshawar,New
Honda,BR-V,2019,2222972,121431,Petrol,Automatic,Lahore,Used
Toyota,Hilux,2022,1668830,77884,Petrol,Automatic,Lahore,Used
Toyota,Aqua,2002,1592348,160167,Petrol,Manual,Rawalpindi,Used
Suzuki,Mehran,2009,400000,103048,Hybrid,Automatic,Lahore,Used
Toyota,Corolla,2006,2075569,5330,Diesel,Automatic,Faisalabad,Used
Honda,N WGN,2018,2801755,61214,Diesel,Automatic,Quetta,Used
Honda,Fit,2007,2583710,153878,Diesel,Manual,Islamabad,Used
Toyota,Vitz,2022,2135562,96487,Diesel,Manual,Peshawar,Used
Changan,Alsvin,2019,3155462,150072,Petrol,Automatic,Faisalabad,Used
Kia,Picanto,2008,691653,164634,Petrol,Automatic,Multan,Used
Suzuki,Wagon R,2017,950797,88736,Petrol,Automatic,Lahore,Used
Nissan,Dayz,2012,744306,158995,Petrol,Automatic,Peshawar,Used
Hyundai,Santro,2009,2633179,161229,Petrol,Automatic,Faisalabad,Used
Kia,Stonic,2011,1186783,67216,Petrol,Automatic,Quetta,Used
Kia,Sportage,2023,3085147,157880,Hybrid,Manual,Peshawar,Used
Suzuki,Alto,2010,400000,6,Petrol,Automatic,Lahore,New
Kia,Sportage,2002,2626134,113862,Petrol,Manual,Rawalpindi,Used
Honda,BR-V,2024,3657004,41520,Hybrid,Automatic,Karachi,Used
Suzuki,Mehran,2016,400000,84417,Petrol,Manual,Karachi,Used
Hyundai,Santro,2015,2147786,21085,Petrol,Manual,Sialkot,Used
Suzuki,Swift,2020,962526,88102,Diesel,Automatic,Islamabad,Used
Suzuki,Alto,2024,1373519,41623,Petrol,Automatic,Lahore,Used
Honda,Fit,2009,2688207,172267,Petrol,Automatic,Karachi,Used
Suzuki,Swift,2008,400000,164265,Petrol,Automatic,Peshawar,Used
Nissan,Juke,2018,2977883,35,Petrol,Automatic,Islamabad,New
Suzuki,Mehran,2021,1249632,84,Petrol,Manual,Islamabad,New
Hyundai,Elantra,2020,3271795,50824,Petrol,Automatic,Quetta,Used
Honda,N WGN,2019,1971584,87056,Petrol,Manual,Faisalabad,Used
Suzuki,Mehran,2008,400000,147115,Petrol,Automatic,Lahore,Used
Suzuki,Cultus,2007,675850,77,Diesel,Automatic,Peshawar,New
Honda,Fit,2002,1388029,160669,Petrol,Automatic,Multan,Used
Kia,Picanto,2024,3508690,18665,Petrol,Manual,Lahore,Used
Kia,Sportage,2022,3034804,127673,Petrol,Manual,Islamabad,Used
Nissan,Clipper,2012,1938248,54875,Petrol,Manual,Lahore,Used
Honda,Civic,2005,1097876,153838,Hybrid,Manual,Rawalpindi,Used
Kia,Picanto,2019,3071082,87797,Diesel,Automatic,Islamabad,Used
Suzuki,Swift,2008,422036,130693,Petrol,Manual,Quetta,Used
Suzuki,Mehran,2013,400000,176163,Petrol,Manual,Lahore,Used
Suzuki,Wagon R,2017,639808,59524,Petrol,Automatic,Sialkot,Used
Suzuki,Swift,2007,667196,73,Hybrid,Manual,Sialkot,New
Suzuki,Swift,2007,400000,15306,Diesel,Automatic,Lahore,Used
Suzuki,Swift,2007,400000,147807,Petrol,Automatic,Karachi,Used
Toyota,Corolla,2002,400000,82313,Petrol,Manual,Faisalabad,Used
Hyundai,Tucson,2013,1245231,165713,Petrol,Automatic,Multan,Used
Toyota,Yaris,2019,2540879,92036,Petrol,Automatic,Karachi,Used
Changan,Alsvin,2001,692106,72091,Diesel,Automatic,Multan,Used
Daihatsu,Mira,2022,2230317,1,Electric,Automatic,Islamabad,New
Suzuki,Alto,2004,400000,5739,Diesel,Automatic,Faisalabad,Used
Kia,Stonic,2006,2044912,155553,Petrol,Manual,Islamabad,Used
Daihatsu,Cuore,2000,400000,108912,Petrol,Manual,Multan,Used
Honda,N WGN,2015,2590656,70202,Petrol,Automatic,Faisalabad,Used
Toyota,Aqua,2002,2406661,119267,Petrol,Manual,Karachi,Used
Suzuki,Mehran,2009,400000,12200,Petrol,Automatic,Quetta,Used
Toyota,Yaris,2018,1687266,5941,Petrol,Manual,Lahore,Used
Suzuki,Alto,2010,400000,111940,Petrol,Manual,Lahore,Used
Kia,Picanto,2003,849056,102642,Petrol,Automatic,Islamabad,Used
Suzuki,Mehran,2001,400000,124545,Petrol,Manual,Rawalpindi,Used
Toyota,Aqua,2023,2698584,51,Petrol,Manual,Rawalpindi,New
Honda,Civic,2024,1985748,46722,Diesel,Manual,Sialkot,Used
Kia,Picanto,2014,2855026,146112,Petrol,Automatic,Rawalpindi,Used
Suzuki,Swift,2008,400000,10209,Petrol,Manual,Sialkot,Used
Nissan,Juke,2000,2025979,35862,Diesel,Manual,Lahore,Used
Hyundai,Sonata,2004,1058904,91108,Hybrid,Manual,Peshawar,Used
Honda,City,2001,820165,111631,Petrol,Manual,Quetta,Used
Honda,Civic,2003,1333527,148720,Petrol,Manual,Peshawar,Used
Toyota,Yaris,2014,2527319,28006,Electric,Automatic,Sialkot,Used
Honda,BR-V,2016,1389156,96391,Petrol,Automatic,Islamabad,Used
Suzuki,Cultus,2006,400000,103555,Petrol,Automatic,Faisalabad,Used
Toyota,Corolla,2004,2170110,158802,Petrol,Automatic,Karachi,Used
Kia,Sorento,2008,1378864,69596,Diesel,Manual,Islamabad,Used
Toyota,Aqua,2022,1606249,60376,Petrol,Manual,Sialkot,Used
Nissan,Juke,2011,975682,100812,Diesel,Manual,Sialkot,Used
Honda,N WGN,2024,2485040,127529,Petrol,Automatic,Karachi,Used
